element,centroid_x,centroid_y,E,Gc,history
351,0.611111111111111,0.6388888888888888,450.0,1.0,1.4399999999999988
352,0.7222222222222222,0.611111111111111,450.0,1.0,1.4399999999999988
353,0.6944444444444443,0.6388888888888888,450.0,1.0,1.4399999999999988
354,0.8055555555555555,0.611111111111111,450.0,1.0,1.4399999999999986
355,0.7777777777777777,0.6388888888888888,450.0,1.0,1.4399999999999986
356,0.8888888888888888,0.611111111111111,1000.0,1.0,3.1999999999999975
357,0.861111111111111,0.6388888888888888,1000.0,1.0,3.1999999999999975
358,0.9722222222222222,0.611111111111111,1000.0,1.0,3.1999999999999975
359,0.9444444444444443,0.6388888888888888,1000.0,1.0,3.1999999999999975
360,1.0555555555555554,0.611111111111111,1000.0,1.0,3.1999999999999966
361,1.0277777777777777,0.6388888888888888,1000.0,1.0,3.1999999999999966
362,1.1388888888888888,0.611111111111111,1000.0,1.0,3.1999999999999966
363,1.111111111111111,0.6388888888888888,1000.0,1.0,3.1999999999999966
364,1.222222222222222,0.611111111111111,1000.0,1.0,3.1999999999999966
365,1.1944444444444444,0.6388888888888888,1000.0,1.0,3.1999999999999966
366,1.3055555555555554,0.611111111111111,1000.0,0.35,3.1999999999999966
367,1.2777777777777777,0.6388888888888888,1000.0,0.35,3.1999999999999966
368,1.3888888888888886,0.611111111111111,1000.0,0.35,3.1999999999999966
369,1.361111111111111,0.6388888888888888,1000.0,0.35,3.1999999999999966
370,1.472222222222222,0.611111111111111,1000.0,1.0,3.1999999999999966
371,1.4444444444444444,0.6388888888888888,1000.0,1.0,3.1999999999999966
372,1.5555555555555554,0.611111111111111,1000.0,1.0,3.1999999999999966
373,1.5277777777777777,0.6388888888888888,1000.0,1.0,3.1999999999999966
