node,x,y,damage
302,0.16666666666666666,1.0,0.33860235702280456
303,0.25,1.0,0.3385687725944097
304,0.3333333333333333,1.0,0.3384955114200589
305,0.41666666666666663,1.0,0.33836062418799384
306,0.5,1.0,0.3381708279797058
307,0.5833333333333333,1.0,0.3380129761443253
308,0.6666666666666666,1.0,0.3380157081046183
309,0.75,1.0,0.3382736054336203
310,0.8333333333333333,1.0,0.33854163102246526
311,0.9166666666666666,1.0,0.3389662745782162
312,1.0,1.0,0.340120652193398
313,1.0833333333333333,1.0,0.34421109966861996
314,1.1666666666666665,1.0,0.3586907007409959
315,1.25,1.0,0.4073907628575332
316,1.3333333333333333,1.0,0.5421506864108574
317,1.4166666666666665,1.0,0.4270538272258177
318,1.5,1.0,0.3577608664866046
319,1.5833333333333333,1.0,0.34281012732308797
320,1.6666666666666665,1.0,0.33954857474390543
321,1.75,1.0,0.33883014317271454
322,1.8333333333333333,1.0,0.33867068316990906
323,1.9166666666666665,1.0,0.33863545858758654
324,2.0,1.0,0.33862874822607875
