step,max_d,max_H,Solid solve Time,Compute Strain Time,Driving Force Time,Phase Solve Time,Total Step Time
275,0.00670216,2.9839e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005466461
276,0.00670216,2.9839e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005469799
277,0.00670216,2.9839e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005475760
278,0.00670216,2.9839e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005452156
279,0.00670216,2.9839e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005483389
280,0.00670216,2.9839e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.006527901
281,0.00670216,2.9839e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005455732
282,0.00670216,2.9954e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005453587
283,0.00670216,3.0430e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005450964
284,0.00670216,3.0886e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005449533
285,0.00670216,3.1320e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005447626
286,0.00670216,3.1728e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005460501
287,0.00670216,3.2111e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005449772
288,0.00670216,3.2467e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005482912
289,0.00670216,3.2796e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005442142
290,0.00670216,3.3095e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005472898
291,0.00670216,3.3366e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005457640
292,0.00670216,3.3609e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005455494
293,0.00670216,3.3823e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005427837
294,0.00670216,3.4009e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005465269
295,0.00670216,3.4217e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005446672
296,0.00670216,3.4559e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005463362
297,0.00670216,3.4883e-01,0.000000000,0.000000000,0.000000000,0.000000000,0.005452633
