step,t_us,crack_tip_x_mm,n_crack_tips,crack_vel_mms,crack_vel_frac_cR,branched
23080,36.1380,25.562497,1,1127505.76,1.2257,0
23100,36.1693,25.576970,1,462156.44,0.5024,0
23120,36.2006,25.598143,1,676137.48,0.7350,0
23140,36.2319,25.612382,1,454699.62,0.4943,0
23160,36.2632,25.641211,1,920588.96,1.0008,0
23180,36.2945,25.662106,1,667242.26,0.7253,0
23200,36.3259,25.687000,1,794947.52,0.8642,0
23220,36.3572,25.701443,1,461212.38,0.5014,0
23240,36.3885,25.726336,1,794923.38,0.8641,0
23260,36.4198,25.740780,1,461228.55,0.5014,0
23280,36.4511,25.765673,1,794926.56,0.8642,0
23300,36.4824,25.790567,1,794926.53,0.8642,0
23320,36.5138,25.815460,1,794926.62,0.8642,0
23340,36.5451,25.829904,1,461229.21,0.5014,0
23360,36.5764,25.865247,1,1128624.03,1.2269,0
23380,36.6077,25.875697,1,333697.41,0.3628,0
23400,36.6390,25.890141,1,461229.21,0.5014,0
23420,36.6703,25.915034,1,794926.62,0.8642,0
23440,36.7016,25.939927,1,794926.62,0.8642,0
23460,36.7330,25.964821,1,794926.62,0.8642,0
23480,36.7643,25.968815,1,127531.80,0.1386,0
23500,36.7956,26.004158,1,1128624.03,1.2269,0
23520,36.8269,26.018601,1,461229.21,0.5014,0
23540,36.8582,26.029051,1,333697.41,0.3628,0
23560,36.8895,26.053945,1,794926.62,0.8642,0
23580,36.9209,26.078838,1,794926.62,0.8642,0
23600,36.9522,26.103732,1,794926.62,0.8642,0
23620,36.9835,26.114182,1,333697.41,0.3628,0
23640,37.0148,26.143069,1,922458.43,1.0028,0
23660,37.0461,26.178412,1,1128624.03,1.2269,0
23680,37.0774,26.188862,1,333697.41,0.3628,0
23700,37.1087,26.203305,1,461229.21,0.5014,0
23720,37.1401,26.228199,1,794926.62,0.8642,0
23740,37.1714,26.253092,1,794926.62,0.8642,0
23760,37.2027,26.267536,1,461241.52,0.5014,0
23780,37.2340,26.292431,1,794977.62,0.8642,0
23800,37.2653,26.317325,1,794937.17,0.8642,0
23820,37.2966,26.331767,1,461171.81,0.5013,0
23840,37.3280,26.356660,1,794917.06,0.8641,0
